time/total_timesteps,time/iterations,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/time_elapsed,train/std,train/policy_gradient_loss,train/value_loss,train/approx_kl,train/loss,train/learning_rate,train/entropy_loss,train/n_updates,train/clip_range,train/clip_fraction,train/explained_variance
1001472,489,6.968e-05,1498.0,112,8882,0.16244183480739594,0.5571959037071792,9.462441529217713e-08,43.49514,0.13690446317195892,0.00025,2.8234630823135376,4880,0.2,0.97744140625,-1.637636661529541
1003520,490,6.993e-05,1498.0,112,8900,0.16125328838825226,1.1178485840981012,9.172793442591143e-08,134.11606,-0.002140079392120242,0.00025,2.8794725708663464,4890,0.2,0.9767578125,-1.4560823440551758
1005568,491,7.022e-05,1498.0,112,8919,0.15915383398532867,0.27794416457618354,9.922035570930632e-08,567.76404,1.7622876167297363,0.00025,2.942620849609375,4900,0.2,0.97587890625,-1.737403392791748
1007616,492,7.031e-05,1498.0,112,8936,0.1574205458164215,0.6463187880610348,1.0224270405867486e-07,23.79691,0.12032399326562881,0.00025,3.049205680936575,4910,0.2,0.977734375,-1.2430946826934814
1009664,493,7.057999999999999e-05,1498.0,112,8954,0.15606248378753662,1.0927723056607648,8.602916427868923e-06,82.39288,0.15257684886455536,0.00025,3.1177173919975756,4920,0.2,0.972998046875,-1.4753406047821045
1011712,494,7.078e-05,1498.0,112,8971,0.15549872815608978,0.6985322970300331,1.0389090988605077e-07,221.38666,0.1158825010061264,0.00025,3.167716720700264,4930,0.2,0.97626953125,-1.3184785842895508
1013760,495,7.095e-05,1498.0,112,8989,0.1548333317041397,0.48475087685510515,1.0076801285530123e-05,34.55022,0.36041954159736633,0.00025,3.1796238526701925,4940,0.2,0.9806640625,-0.7948520183563232
1015808,496,7.104e-05,1498.0,112,9007,0.15312719345092773,0.5615136626263848,4.687499419064878e-07,25.522774,0.10509879142045975,0.00025,3.2559392884373666,4950,0.2,0.971875,-1.3173913955688477
1017856,497,7.127e-05,1498.0,112,9025,0.15145960450172424,0.7526663694618037,9.35448422567653e-07,15.579122,0.09148255735635757,0.00025,3.3162558674812317,4960,0.2,0.977978515625,-1.5540218353271484
1019904,498,7.136e-05,1498.0,112,9043,0.15021933615207672,0.7327307369792834,3.826028670379511e-05,42.803432,0.137945756316185,0.00025,3.4057734198868275,4970,0.2,0.980859375,-1.2653040885925293
1021952,499,7.171e-05,1498.0,112,9062,0.15123902261257172,0.6114161979028723,2.9912345866911494e-07,27.937614,0.0019416601862758398,0.00025,3.401815192401409,4980,0.2,0.975732421875,0.5477553904056549
1024000,500,7.183999999999999e-05,1498.0,112,9079,0.14987850189208984,0.3409335591684794,1.3911228340379723e-07,30.55444,0.06059212610125542,0.00025,3.411833656579256,4990,0.2,0.980322265625,0.6203457713127136
1026048,501,7.191e-05,1498.0,112,9097,0.1481228619813919,0.5633936117927079,1.0225089379645169e-07,137.36508,0.04029901325702667,0.00025,3.477364781498909,5000,0.2,0.974462890625,0.5655641257762909
1028096,502,7.225e-05,1498.0,112,9116,0.14723996818065643,0.20654902055393903,1.150576682262816e-07,31.95047,0.05172552168369293,0.00025,3.5527324080467224,5010,0.2,0.97529296875,0.3593924045562744
1030144,503,7.228999999999999e-05,1498.0,112,9134,0.14586451649665833,0.3729968776140595,6.912256859115118e-07,28.900566,0.030433643609285355,0.00025,3.6083509609103204,5020,0.2,0.982958984375,0.5902626216411591
1032192,504,7.261e-05,1498.0,112,9153,0.1441771537065506,1.0003368555204362,1.1120515129858788e-07,34.963333,0.12475775927305222,0.00025,3.6834972597658635,5030,0.2,0.975244140625,0.6083956658840179
1034240,505,7.267e-05,1498.0,112,9170,0.14473438262939453,1.7147367538476828,3.9048765884985846e-05,76.14159,0.2972343862056732,0.00025,3.735691215097904,5040,0.2,0.987255859375,0.5884875059127808
1036288,506,7.285e-05,1498.0,112,9188,0.14538682997226715,0.27672867698129267,2.9678724128068267e-06,78.728424,0.1519831120967865,0.00025,3.67185435667634,5050,0.2,0.997705078125,0.31688880920410156
1038336,507,7.303999999999999e-05,1498.0,112,9207,0.14540044963359833,0.2361520569305867,8.323751196082085e-07,105.19133,0.19945698976516724,0.00025,3.66568840816617,5060,0.2,1.0,0.4742203950881958
1040384,508,7.319e-05,1498.0,112,9225,0.1453639566898346,0.24351860326714814,6.059601835417539e-07,75.02228,0.21382546424865723,0.00025,3.6657409735023974,5070,0.2,1.0,0.6592316031455994
1042432,509,7.337e-05,1498.0,112,9242,0.1459643691778183,0.2858333446085453,2.5341119881394646e-07,53.480816,0.24151436984539032,0.00025,3.6655053570866585,5080,0.2,0.999560546875,0.827224925160408
1044480,510,7.365e-05,1498.0,112,9261,0.1511916220188141,0.6472983716055751,2.6565167885461707e-07,47.783936,0.16545046865940094,0.00025,3.4863811522722243,5090,0.2,0.985400390625,0.8765657097101212
1046528,511,7.382e-05,1498.0,112,9279,0.15225350856781006,0.4889670630218461,1.5504852257652857e-07,266.52124,0.2787567973136902,0.00025,3.352188741415739,5100,0.2,0.99716796875,0.9222731366753578
1048576,512,7.387000000000001e-05,1498.0,112,9296,0.15225350856781006,0.3088938735425472,1.0978340936329545e-07,271.97653,0.32204633951187134,0.00025,3.348217248916626,5110,0.2,1.0,0.8995298966765404
1050624,513,7.405e-05,1498.0,112,9316,0.15225350856781006,0.30368763767182827,1.0011083211303173e-07,258.68182,0.29961100220680237,0.00025,3.348217248916626,5120,0.2,1.0,0.9060770347714424
1052672,514,7.409e-05,1498.0,112,9333,0.15225350856781006,0.3020868795923889,7.48403456984903e-08,277.65482,0.3283673822879791,0.00025,3.348217248916626,5130,0.2,1.0,0.9004019126296043
1054720,515,7.434000000000001e-05,1498.0,112,9352,0.15225350856781006,0.30420423708856104,7.134556981869266e-08,268.5716,0.33802250027656555,0.00025,3.348217248916626,5140,0.2,1.0,0.876600556075573
1056768,516,7.445999999999999e-05,1498.0,112,9370,0.15225350856781006,0.30107407802715896,6.699120186359764e-08,260.6855,0.30368921160697937,0.00025,3.348217248916626,5150,0.2,1.0,0.8889410644769669
1058816,517,7.452999999999999e-05,1498.0,112,9387,0.15225350856781006,0.30269663566723465,5.44822098824671e-08,276.96545,0.29451411962509155,0.00025,3.348217248916626,5160,0.2,1.0,0.8376761674880981
1060864,518,7.46e-05,1498.0,112,9407,0.15225350856781006,0.30387055343016983,5.5582234509410355e-08,264.8526,0.29466137290000916,0.00025,3.348217248916626,5170,0.2,1.0,0.819777250289917
1062912,519,7.463999999999999e-05,1498.0,112,9425,0.15225350856781006,0.3032123726792634,5.282619760516027e-08,265.3712,0.2960180640220642,0.00025,3.348217248916626,5180,0.2,1.0,0.8611030876636505
1064960,520,7.464e-05,1498.0,112,9443,0.15225350856781006,0.30843644253909586,4.2651046261443784e-08,275.48947,0.29505428671836853,0.00025,3.348217248916626,5190,0.2,1.0,0.7875975966453552
1067008,521,7.475e-05,1498.0,112,9463,0.15225350856781006,0.3070636018179357,5.037809087116152e-08,263.0544,0.2977849841117859,0.00025,3.348217248916626,5200,0.2,1.0,0.7071782052516937
1069056,522,7.473999999999999e-05,1498.0,112,9480,0.15225350856781006,0.30028094062581656,7.235689766793563e-08,271.1614,0.2867085039615631,0.00025,3.348217248916626,5210,0.2,1.0,0.6945322751998901
1071104,523,7.489e-05,1498.0,112,9500,0.15225350856781006,0.31007798966020345,4.306690510325062e-08,270.17377,0.31000885367393494,0.00025,3.348217248916626,5220,0.2,1.0,0.6784617602825165
1073152,524,7.492e-05,1498.0,112,9517,0.15225350856781006,0.30702089704573154,5.128531379849921e-08,257.86987,0.30163830518722534,0.00025,3.348217248916626,5230,0.2,1.0,0.693628340959549
1075200,525,7.503e-05,1498.0,112,9535,0.15225350856781006,0.3019181565381587,5.361676896908918e-08,278.90417,0.3193901479244232,0.00025,3.348217248916626,5240,0.2,1.0,0.4545685648918152
1077248,526,7.520999999999999e-05,1498.0,112,9555,0.15225350856781006,0.29627135321497916,4.419716145842578e-08,267.92892,0.28730374574661255,0.00025,3.348217248916626,5250,0.2,1.0,0.2986738085746765
1079296,527,7.523e-05,1498.0,112,9573,0.15225350856781006,0.2918427687138319,6.465321953919023e-08,262.50323,0.28940632939338684,0.00025,3.348217248916626,5260,0.2,1.0,0.1738278865814209
1081344,528,7.531000000000001e-05,1498.0,112,9590,0.15225350856781006,0.3019983494654298,4.982590899871297e-08,276.32047,0.3083268404006958,0.00025,3.348217248916626,5270,0.2,1.0,0.16649383306503296
1083392,529,7.54e-05,1498.0,112,9610,0.15225350856781006,0.299131341278553,5.421258225113412e-08,263.9853,0.2865504324436188,0.00025,3.348217248916626,5280,0.2,1.0,0.0667874813079834
1085440,530,7.541000000000001e-05,1498.0,112,9628,0.15225350856781006,0.3004607504233718,4.9954177522293365e-08,267.29456,0.31385788321495056,0.00025,3.348217248916626,5290,0.2,1.0,0.0024878382682800293
1087488,531,7.541000000000001e-05,1498.0,112,9648,0.15225350856781006,0.2991209037601948,4.029221702950281e-08,273.42078,0.26695501804351807,0.00025,3.348217248916626,5300,0.2,1.0,0.20452237129211426
1089536,532,7.55e-05,1498.0,112,9667,0.15225350856781006,0.30037431390956043,5.296368428830966e-08,260.97412,0.3073495030403137,0.00025,3.348217248916626,5310,0.2,1.0,0.09144586324691772
1091584,533,7.551e-05,1498.0,112,9685,0.15225350856781006,0.29521699929609896,5.82793538317361e-08,274.79282,0.30183863639831543,0.00025,3.348217248916626,5320,0.2,1.0,-0.03905153274536133
1093632,534,7.552000000000001e-05,1498.0,112,9704,0.15225350856781006,0.30345916505903003,3.940185873407831e-08,269.1147,0.27977892756462097,0.00025,3.348217248916626,5330,0.2,1.0,0.3631364703178406
1095680,535,7.564e-05,1498.0,112,9722,0.15225350856781006,0.3003557783551514,6.225626215661251e-08,259.2708,0.3077855408191681,0.00025,3.348217248916626,5340,0.2,1.0,-0.028043270111083984
1097728,536,7.567e-05,1498.0,112,9740,0.15225350856781006,0.304021835885942,4.694850577469101e-08,277.59885,0.29588648676872253,0.00025,3.348217248916626,5350,0.2,1.0,0.3744882345199585
1099776,537,7.566e-05,1498.0,112,9760,0.15225350856781006,0.3047740817070007,3.8410278926925836e-08,266.0099,0.2955301105976105,0.00025,3.348217248916626,5360,0.2,1.0,0.26178908348083496
1101824,538,7.564e-05,1498.0,112,9778,0.15225350856781006,0.30066337613388894,4.1977573073115335e-08,264.58893,0.30616697669029236,0.00025,3.348217248916626,5370,0.2,1.0,-0.35220348834991455
1103872,539,7.572e-05,1498.0,112,9795,0.15225350856781006,0.3033032862469554,4.217675636797313e-08,275.58832,0.3057098984718323,0.00025,3.348217248916626,5380,0.2,1.0,0.034928858280181885
1105920,540,7.563e-05,1498.0,112,9813,0.15225350856781006,0.3025959661230445,3.8332164137289126e-08,263.5761,0.3204300105571747,0.00025,3.348217248916626,5390,0.2,1.0,0.17323464155197144
1107968,541,7.559e-05,1498.0,112,9831,0.15225350856781006,0.30073408922180533,4.7526440247191994e-08,269.39276,0.3041295111179352,0.00025,3.348217248916626,5400,0.2,1.0,-0.23141682147979736
1110016,542,7.556e-05,1498.0,112,9848,0.15225350856781006,0.30060393838211896,3.300936587402603e-08,271.26758,0.3152572214603424,0.00025,3.348217248916626,5410,0.2,1.0,0.023694992065429688
1112064,543,7.548999999999998e-05,1498.0,112,9866,0.15225350856781006,0.29987067971378567,4.687977026851531e-08,257.17328,0.31724247336387634,0.00025,3.348217248916626,5420,0.2,1.0,-0.35395216941833496
1114112,544,7.549e-05,1498.0,112,9883,0.15225350856781006,0.2965492490679026,3.8746311672999134e-08,279.3942,0.26453453302383423,0.00025,3.348217248916626,5430,0.2,1.0,0.006835460662841797
1116160,545,7.56e-05,1498.0,112,9903,0.15225350856781006,0.29720744686201217,3.395024671948299e-08,268.2972,0.28068891167640686,0.00025,3.348217248916626,5440,0.2,1.0,-0.1346815824508667
1118208,546,7.558999999999999e-05,1498.0,112,9920,0.15225350856781006,0.2950774319469929,5.2795802660265956e-08,261.55154,0.2791891396045685,0.00025,3.348217248916626,5450,0.2,1.0,-0.48665332794189453
1120256,547,7.562e-05,1498.0,112,9938,0.15225350856781006,0.29597106599248946,3.69190781529527e-08,276.6854,0.2941168248653412,0.00025,3.348217248916626,5460,0.2,1.0,-0.2017841339111328
1122304,548,7.566e-05,1498.0,112,9956,0.15225350856781006,0.29758923277258875,3.7355782778192294e-08,264.51068,0.29881012439727783,0.00025,3.348217248916626,5470,0.2,1.0,-0.20957732200622559
1124352,549,7.565e-05,1498.0,112,9974,0.15225350856781006,0.2987226039171219,4.474926356690112e-08,265.993,0.30404233932495117,0.00025,3.348217248916626,5480,0.2,1.0,-0.2164825201034546
1126400,550,7.563e-05,1498.0,112,9992,0.15225350856781006,0.29629730777814983,3.675507971867553e-08,274.8508,0.30332037806510925,0.00025,3.348217248916626,5490,0.2,1.0,-0.13729536533355713
1128448,551,7.555000000000001e-05,1498.0,112,10011,0.15225350856781006,0.29952039793133733,3.9177106853083285e-08,262.6606,0.3031102120876312,0.00025,3.348217248916626,5500,0.2,1.0,-0.17307639122009277
