time/total_timesteps,time/fps,time/iterations,time/time_elapsed,train/value_loss,train/learning_rate,rollout/ep_rew_mean,train/policy_gradient_loss,train/n_updates,rollout/ep_len_mean,train/approx_kl,train/clip_fraction,train/clip_range,train/std,train/explained_variance,train/entropy_loss,train/loss
1097728,91,536,11975,5.900742646502977e-07,0.00025,9.611e-05,-0.03662293960223906,5350,3212.0,0.060944807,0.304541015625,0.3,0.29373469948768616,-5.943920612335205,-1.156521264091134,-0.04362734407186508
1099776,91,537,11998,6.342095922207136e-07,0.00025,9.607000000000001e-05,-0.028116223859251478,5360,3212.0,0.0467837,0.250732421875,0.3,0.2923448383808136,-4.825450897216797,-1.1461570840328932,-0.03288193792104721
1101824,91,538,12021,7.319742002742657e-07,0.00025,9.596000000000001e-05,-0.0313847492885543,5370,3212.0,0.05009392,0.264697265625,0.3,0.29155653715133667,-5.577159404754639,-1.1220091719180345,0.002239769324660301
1103872,91,539,12042,5.85571367039961e-07,0.00025,9.596000000000001e-05,-0.03570677098905435,5380,3212.0,0.066567644,0.29287109375,0.3,0.2902058959007263,-8.725801467895508,-1.097566469013691,-0.024165352806448936
1105920,91,540,12066,5.196068375568075e-07,0.00025,9.588000000000001e-05,-0.02718877939041704,5390,3212.0,0.056954514,0.2849609375,0.3,0.28919610381126404,-4.71291446685791,-1.0748196423053742,-0.029080752283334732
1107968,91,541,12087,6.197142899289076e-07,0.00025,9.588000000000001e-05,-0.030040344687586186,5400,3212.0,0.057423487,0.2658203125,0.3,0.2882291376590729,-5.856811046600342,-1.0486813962459565,-0.07206085324287415
1110016,91,542,12109,5.141856580070936e-07,0.00025,9.537e-05,-0.025298748578643428,5410,3212.0,0.05352383,0.28349609375,0.3,0.288654625415802,-6.017765522003174,-1.037236610800028,-0.08872944116592407
1112064,91,543,12131,6.527943895662247e-07,0.00025,9.542e-05,-0.03307330028910656,5420,3212.0,0.054354534,0.269921875,0.3,0.28777241706848145,-5.7226104736328125,-1.0291759382933379,-0.0771235004067421
1114112,91,544,12152,6.209670372570031e-07,0.00025,9.542e-05,-0.030344848430831916,5430,3212.0,0.05647224,0.26630859375,0.3,0.28680604696273804,-4.531598091125488,-1.0023122861981393,-0.09221800416707993
1116160,91,545,12175,5.294237507058597e-07,0.00025,9.536e-05,-0.024591858711210078,5440,3212.0,0.047449276,0.23603515625,0.3,0.2868052124977112,-5.528552532196045,-0.9895278317853808,-0.004764489829540253
1118208,91,546,12198,5.780370875285712e-07,0.00025,9.534e-05,-0.03216047147579957,5450,3212.0,0.05771738,0.291552734375,0.3,0.28542977571487427,-3.6588287353515625,-0.9720872107893228,-0.04978654533624649
1120256,91,547,12220,5.782058778436294e-07,0.00025,9.534e-05,-0.026475258666323498,5460,3212.0,0.06074723,0.304736328125,0.3,0.28465181589126587,-3.1772828102111816,-0.9477837443351745,-0.05216482654213905
1122304,91,548,12243,5.480627323528608e-07,0.00025,9.51e-05,-0.02980288091348484,5470,3212.0,0.061858155,0.300927734375,0.3,0.28461381793022156,-5.99069881439209,-0.9330460008233785,-0.04368957132101059
1124352,91,549,12266,5.768857818999607e-07,0.00025,9.483e-05,-0.03917616065591574,5480,3212.0,0.055172622,0.287939453125,0.3,0.2854662835597992,-1.9151835441589355,-0.9478450125083328,0.004106540232896805
1126400,91,550,12287,6.253506538378417e-07,0.00025,9.483e-05,-0.036598302464699375,5490,3212.0,0.052700847,0.274853515625,0.3,0.28571462631225586,-3.483262538909912,-0.961700800806284,-0.05995655804872513
1128448,91,551,12309,5.394852004236838e-07,0.00025,9.463000000000001e-05,-0.027399989741388707,5500,3212.0,0.052224755,0.26376953125,0.3,0.28641533851623535,-3.569849967956543,-0.9710443980991841,-0.06718963384628296
1130496,91,552,12331,6.362914962032562e-07,0.00025,9.463000000000001e-05,-0.03255577388190432,5510,3212.0,0.060681723,0.294287109375,0.3,0.2873932421207428,-4.222607612609863,-0.9855002610012888,-0.07170242071151733
1132544,91,553,12354,5.984011919757392e-07,0.00025,9.430000000000002e-05,-0.03234795083699282,5520,3212.0,0.05940212,0.29638671875,0.3,0.2866174578666687,-6.430736064910889,-0.984439448453486,-0.046348292380571365
1134592,91,554,12378,5.437969746058257e-07,0.00025,9.405e-05,-0.028822503869014325,5530,3212.0,0.051617425,0.2642578125,0.3,0.285967081785202,-5.960062503814697,-0.9610818911343812,-0.08354702591896057
1136640,91,555,12398,5.717143731764907e-07,0.00025,9.405e-05,-0.02938616460596677,5540,3212.0,0.058702137,0.2861328125,0.3,0.2844642698764801,-4.665964603424072,-0.9454785788431763,-0.06864471733570099
1138688,91,556,12421,5.491527123702156e-07,0.00025,9.363000000000001e-05,-0.03449279188353103,5550,3212.0,0.052629545,0.27080078125,0.3,0.2824963331222534,-4.3795881271362305,-0.9071651944890619,-0.04172882065176964
1140736,91,557,12444,5.44361594201348e-07,0.00025,9.341e-05,-0.02758233798085712,5560,3212.0,0.05576101,0.282080078125,0.3,0.28073790669441223,-1.607175350189209,-0.8580214941874147,-0.05035378411412239
1142784,91,558,12466,5.178763147206666e-07,0.00025,9.341e-05,-0.03164156350539997,5570,3212.0,0.05623296,0.27236328125,0.3,0.2807663083076477,-2.149930238723755,-0.840257690474391,-0.030076337978243828
1144832,91,559,12489,4.920638277283728e-07,0.00025,9.304000000000002e-05,-0.029585270033567212,5580,3212.0,0.066735275,0.297900390625,0.3,0.2799297273159027,-6.564802169799805,-0.8310677759349346,-0.019091347232460976
1146880,91,560,12512,5.509145242221791e-07,0.00025,9.281000000000001e-05,-0.026208477338514058,5590,3212.0,0.05459293,0.268212890625,0.3,0.27771466970443726,-4.313134670257568,-0.7914323279634118,-0.009533182717859745
1148928,91,561,12533,6.199471255463606e-07,0.00025,9.281000000000001e-05,-0.032614970341091974,5600,3212.0,0.050084107,0.255517578125,0.3,0.2769116163253784,-3.228346824645996,-0.7606487561017274,-0.07468480616807938
1150976,91,562,12556,5.0831043543198e-07,0.00025,9.274000000000001e-05,-0.025226344718248583,5610,3212.0,0.051479205,0.251318359375,0.3,0.2769854962825775,-5.431881427764893,-0.7588133012875915,-0.07299693673849106
1153024,91,563,12577,5.710217588550393e-07,0.00025,9.274000000000001e-05,-0.02979788062366424,5620,3212.0,0.071959116,0.293212890625,0.3,0.2766133248806,-4.765622138977051,-0.7598206702619791,0.015543326735496521
1155072,91,564,12600,5.449290305215016e-07,0.00025,9.211999999999999e-05,-0.03209643068839796,5630,3212.0,0.065215565,0.30107421875,0.3,0.2752077579498291,-5.145867347717285,-0.7395365882664919,-0.012569183483719826
1157120,91,565,12624,5.505273608985562e-07,0.00025,9.178e-05,-0.029744045273400844,5640,3212.0,0.05102598,0.26611328125,0.3,0.27693885564804077,-4.7656636238098145,-0.7468491965904832,-0.07685725390911102
1159168,91,566,12645,5.871729118034353e-07,0.00025,9.178e-05,-0.029388641002879013,5650,3212.0,0.052988213,0.301904296875,0.3,0.27584996819496155,-2.076624631881714,-0.7573690325021744,-0.04992957413196564
1161216,91,567,12668,5.57051733096614e-07,0.00025,9.153000000000001e-05,-0.03473258184385486,5660,3212.0,0.058108747,0.272216796875,0.3,0.27725109457969666,-6.934320449829102,-0.7635614201426506,-0.08551597595214844
1163264,91,568,12690,5.097883327920272e-07,0.00025,9.106000000000001e-05,-0.029302129142160994,5670,3212.0,0.051187668,0.273681640625,0.3,0.27551689743995667,-4.2539520263671875,-0.7531832290813327,-0.05023408308625221
1165312,91,569,12711,5.70605132832469e-07,0.00025,9.106000000000001e-05,-0.03368129527370911,5680,3212.0,0.059103195,0.287353515625,0.3,0.27518710494041443,-5.658275127410889,-0.7286413552239537,-0.06162388250231743
1167360,91,570,12735,5.153117239586891e-07,0.00025,9.056e-05,-0.03139027365687071,5690,3212.0,0.06574888,0.30927734375,0.3,0.2756352424621582,-5.775340557098389,-0.7344957506284118,-0.04438056796789169
1169408,91,571,12758,5.54431770716235e-07,0.00025,9.033e-05,-0.02581154577928828,5700,3212.0,0.05668971,0.26435546875,0.3,0.27580055594444275,-6.127927303314209,-0.7411265039816499,-0.039253171533346176
1171456,91,572,12780,5.625355518290575e-07,0.00025,9.033e-05,-0.04105821884586476,5710,3212.0,0.064094245,0.303857421875,0.3,0.2762240767478943,-6.984506607055664,-0.7579818921163678,-0.07773739099502563
1173504,91,573,12803,4.881473096407519e-07,0.00025,9.021000000000002e-05,-0.031200221038307063,5720,3212.0,0.058202915,0.277587890625,0.3,0.2766585052013397,-4.366992473602295,-0.7683128584176302,-0.03342978656291962
1175552,91,574,12824,5.667646191476194e-07,0.00025,9.021000000000002e-05,-0.03550967241899343,5730,3212.0,0.060156975,0.28408203125,0.3,0.2756837010383606,-5.331572532653809,-0.7592106439173222,-0.058410607278347015
1177600,91,575,12847,6.115711512322264e-07,0.00025,8.984000000000001e-05,-0.032189057940559,5740,3212.0,0.059177596,0.304345703125,0.3,0.27866649627685547,-6.307528972625732,-0.7875910414382815,-0.07617362588644028
1179648,91,576,12870,4.906540939764171e-07,0.00025,8.932e-05,-0.026395483312080616,5750,3212.0,0.052312177,0.25830078125,0.3,0.27735134959220886,-3.9062905311584473,-0.8042620744556188,-0.03820263221859932
1181696,91,577,12891,7.137406147883496e-07,0.00025,8.932e-05,-0.032946448746952225,5760,3212.0,0.06355483,0.325830078125,0.3,0.27738919854164124,-5.607296466827393,-0.7909350400790572,-0.08037514984607697
1183744,91,578,12915,6.007800451790501e-07,0.00025,8.898999999999999e-05,-0.030397903530683834,5770,3212.0,0.055497255,0.30048828125,0.3,0.2778036296367645,-6.965448379516602,-0.7971054567024112,-0.0783519446849823
1185792,91,579,12938,5.272252258770039e-07,0.00025,8.863e-05,-0.029533094956423155,5780,3212.0,0.049977724,0.2640625,0.3,0.2778806984424591,-1.2624657154083252,-0.8011676957830787,-0.027487294748425484
1187840,91,580,12959,5.524060653350205e-07,0.00025,8.863e-05,-0.03788780276227044,5790,3212.0,0.051827572,0.267822265625,0.3,0.27930670976638794,-2.569232225418091,-0.8163372278213501,-0.05983380973339081
1189888,91,581,12981,4.866589929264364e-07,0.00025,8.835e-05,-0.03143056363333017,5800,3212.0,0.050164945,0.261962890625,0.3,0.2775528132915497,-5.456382751464844,-0.8060709090903402,-0.052311189472675323
1191936,91,582,13004,6.437536534065202e-07,0.00025,8.782999999999998e-05,-0.03569501283636782,5810,3212.0,0.052495297,0.289208984375,0.3,0.27635854482650757,-7.5451459884643555,-0.7667354114353657,-0.05904918536543846
1193984,91,583,13025,5.792132427906438e-07,0.00025,8.782999999999998e-05,-0.030652182384801562,5820,3212.0,0.055524744,0.285693359375,0.3,0.27519527077674866,-7.401450157165527,-0.7346532814204693,-0.04648315906524658
1196032,91,584,13048,4.801470250725969e-07,0.00025,8.743e-05,-0.024914019837160593,5830,3212.0,0.04633329,0.2541015625,0.3,0.2740868628025055,-5.5001420974731445,-0.7027864752337336,0.008165649138391018
1198080,91,585,13074,5.207122713457579e-07,0.00025,8.728999999999999e-05,-0.035563592877588236,5840,3212.0,0.060285006,0.3001953125,0.3,0.27506300806999207,-5.124795436859131,-0.7074238695204258,-0.07452116161584854
1200128,91,586,13095,5.847319421548037e-07,0.00025,8.728999999999999e-05,-0.024637177978002002,5850,3212.0,0.06291259,0.288525390625,0.3,0.2742258310317993,-6.873617649078369,-0.717043948918581,-0.0544242188334465
1202176,91,587,13118,4.593325357404865e-07,0.00025,8.686999999999999e-05,-0.023846650977793614,5860,3212.0,0.060150288,0.267333984375,0.3,0.2746824324131012,-3.827165126800537,-0.7110281119123101,-0.04449331760406494
1204224,91,588,13139,5.425641903755718e-07,0.00025,8.686999999999999e-05,-0.03296980952145532,5870,3212.0,0.055694677,0.2765625,0.3,0.2743178904056549,-4.0295915603637695,-0.7100226521492005,-0.09458520263433456
1206272,91,589,13162,4.996696167047787e-07,0.00025,8.659999999999999e-05,-0.027576668992696795,5880,3212.0,0.063130334,0.30380859375,0.3,0.27406349778175354,-4.361835956573486,-0.6974872635677457,-0.028987102210521698
1208320,91,590,13185,5.366086179847684e-07,0.00025,8.618999999999999e-05,-0.028514946668292396,5890,3212.0,0.05858173,0.297216796875,0.3,0.2726500928401947,-1.7312791347503662,-0.6769766639918089,-0.06251134723424911
1210368,91,591,13206,5.521726337054389e-07,0.00025,8.618999999999999e-05,-0.037675298005342486,5900,3212.0,0.057814907,0.3044921875,0.3,0.2727976143360138,-3.1529674530029297,-0.669183736667037,-0.05795212835073471
1212416,91,592,13229,4.696701555673144e-07,0.00025,8.609e-05,-0.03217001507873647,5910,3212.0,0.058367997,0.301513671875,0.3,0.272696316242218,-5.398192882537842,-0.6657223265618086,0.0002592226956039667
1214464,91,593,13252,5.628224944764782e-07,0.00025,8.575999999999999e-05,-0.03279286515462445,5920,3212.0,0.06868205,0.27119140625,0.3,0.2699834704399109,-5.152190208435059,-0.6313768114894629,-0.044388484209775925
1216512,91,594,13273,5.998341801927154e-07,0.00025,8.575999999999999e-05,-0.03209110076568322,5930,3212.0,0.059922844,0.314306640625,0.3,0.269592821598053,-6.10676383972168,-0.597210093960166,-0.04098477214574814
1218560,91,595,13296,4.80505086386529e-07,0.00025,8.56e-05,-0.0320142647207831,5940,3212.0,0.047415793,0.263525390625,0.3,0.26974785327911377,-6.579074382781982,-0.5964425703510642,-0.03215467184782028
1220608,91,596,13319,5.184547766212689e-07,0.00025,8.53e-05,-0.035068844043416904,5950,3212.0,0.060392767,0.306201171875,0.3,0.2694602310657501,-4.280072212219238,-0.5971005365252495,-0.033121831715106964
1222656,91,597,13341,6.801075407736334e-07,0.00025,8.53e-05,-0.03507420764071867,5960,3212.0,0.054311287,0.310205078125,0.3,0.26883023977279663,-6.634633541107178,-0.5825588624924422,-0.06715165823698044
1224704,91,598,13363,4.716768660095738e-07,0.00025,8.506999999999997e-05,-0.0266979458348942,5970,3212.0,0.04679038,0.26513671875,0.3,0.2695799469947815,-4.274374008178711,-0.5840150939300657,-0.015911350026726723
1226752,91,599,13385,5.784051203328034e-07,0.00025,8.506999999999997e-05,-0.03489255759486696,5980,3212.0,0.06481112,0.30703125,0.3,0.26996591687202454,-3.7267584800720215,-0.5961160080507397,-0.07426323741674423
1228800,91,600,13408,4.836538832542203e-07,0.00025,8.486999999999999e-05,-0.03783061097783502,5990,3212.0,0.05488198,0.2900390625,0.3,0.2698294520378113,-7.088295936584473,-0.5977601265534759,-0.06699951738119125
1230848,91,601,13431,4.992366022360529e-07,0.00025,8.489999999999999e-05,-0.031175945296126883,6000,3212.0,0.05564936,0.272705078125,0.3,0.2683761715888977,-3.7494988441467285,-0.574965912848711,-0.06695599108934402
1232896,91,602,13452,6.214553452288385e-07,0.00025,8.489999999999999e-05,-0.03246016044577118,6010,3212.0,0.06514068,0.30283203125,0.3,0.26769742369651794,-4.208644390106201,-0.5441355200484395,-0.05076334998011589
1234944,91,603,13474,4.4859856598300494e-07,0.00025,8.459999999999998e-05,-0.026301730405248237,6020,3212.0,0.05468143,0.287109375,0.3,0.26868921518325806,-6.016468048095703,-0.5501297648996115,-0.06781013309955597
1236992,91,604,13497,5.437065279778608e-07,0.00025,8.456000000000002e-05,-0.028009916646988132,6030,3212.0,0.056259744,0.265185546875,0.3,0.2685326933860779,-3.740896701812744,-0.559257740341127,0.01830362156033516
1239040,91,605,13518,5.720638115214172e-07,0.00025,8.456000000000002e-05,-0.03652605349489022,6040,3212.0,0.054279264,0.299462890625,0.3,0.26797690987586975,-4.497862339019775,-0.5492531679570675,-0.01359492726624012
1241088,91,606,13541,4.875252780145445e-07,0.00025,8.434000000000002e-05,-0.02490826147259213,6050,3212.0,0.057464376,0.29453125,0.3,0.2673132121562958,-6.106379508972168,-0.527613153681159,-0.008375708013772964
1243136,91,607,13564,5.29895556899973e-07,0.00025,8.421e-05,-0.03424815168691566,6060,3212.0,0.06381282,0.289306640625,0.3,0.2671833038330078,-7.252350807189941,-0.517721245624125,-0.06612787395715714
1245184,91,608,13585,5.408610757484666e-07,0.00025,8.421e-05,-0.03482216262345901,6070,3212.0,0.061930485,0.294873046875,0.3,0.26719236373901367,-7.928760528564453,-0.5229007778689265,-0.06472962349653244
1247232,91,609,13607,4.984742359770422e-07,0.00025,8.407000000000001e-05,-0.02262231093045557,6080,3212.0,0.04070984,0.240625,0.3,0.2686590552330017,-5.012160778045654,-0.5446990294381976,-0.06751479208469391
1249280,91,610,13628,5.289676726860648e-07,0.00025,8.407000000000001e-05,-0.030622727547597605,6090,3212.0,0.056705423,0.2978515625,0.3,0.26795265078544617,-6.905468463897705,-0.5551234610378742,-0.0559057891368866
1251328,91,611,13651,6.546747130631303e-07,0.00025,8.403000000000001e-05,-0.035016149643342945,6100,3212.0,0.068845876,0.304736328125,0.3,0.26724669337272644,-6.380039691925049,-0.5414970315992832,-0.03215239197015762
1253376,91,612,13674,4.767485423329276e-07,0.00025,8.414000000000002e-05,-0.032536225221701895,6110,3212.0,0.05408776,0.2861328125,0.3,0.26484888792037964,-3.4165968894958496,-0.4971863690763712,-0.025515316054224968
1255424,91,613,13695,5.244685205241239e-07,0.00025,8.414000000000002e-05,-0.028927967033814637,6120,3212.0,0.05442015,0.275,0.3,0.2643100321292877,-3.4165921211242676,-0.458616915717721,-0.02069482021033764
1257472,91,614,13718,4.985136910828914e-07,0.00025,8.425e-05,-0.03071626583405305,6130,3212.0,0.061324384,0.31640625,0.3,0.2615472674369812,-4.563566207885742,-0.42526534851640463,-0.061598554253578186
1259520,91,615,13742,6.068987633334189e-07,0.00025,8.408000000000001e-05,-0.03086410764226457,6140,3212.0,0.05997005,0.29775390625,0.3,0.2614491581916809,-1.6638526916503906,-0.3847493838518858,-0.019403580576181412
1261568,91,616,13764,5.441819191709385e-07,0.00025,8.408000000000001e-05,-0.030814513457880822,6150,3212.0,0.06176704,0.292041015625,0.3,0.2596518099308014,-2.6978349685668945,-0.35723681300878524,0.0044017392210662365
1263616,91,617,13786,4.3781736094317123e-07,0.00025,8.400999999999999e-05,-0.030030628346139565,6160,3212.0,0.06197329,0.301123046875,0.3,0.2591915428638458,-4.592118263244629,-0.32124376483261585,-0.01868048869073391
1265664,91,618,13809,5.030579790954448e-07,0.00025,8.387999999999999e-05,-0.03153494042053353,6170,3212.0,0.05887733,0.279541015625,0.3,0.2594325840473175,-3.5342283248901367,-0.318221016228199,-0.06102714687585831
1267712,91,619,13830,6.860387688156777e-07,0.00025,8.387999999999999e-05,-0.033470733748981726,6180,3212.0,0.07317506,0.3294921875,0.3,0.25909414887428284,-4.0201873779296875,-0.31389017030596733,-0.07349815219640732
1269760,91,620,13853,4.931830332566279e-07,0.00025,8.361000000000001e-05,-0.03285865544603439,6190,3212.0,0.058607575,0.2953125,0.3,0.2588917016983032,-3.763970375061035,-0.30689486749470235,-0.07632601261138916
1271808,91,621,13874,5.05808581152678e-07,0.00025,8.361000000000001e-05,-0.033040751886437646,6200,3212.0,0.065696776,0.31923828125,0.3,0.25894638895988464,-2.878018856048584,-0.30660112425684927,-0.0684569925069809
1273856,91,622,13896,5.489041027928466e-07,0.00025,8.330999999999999e-05,-0.03833900096360594,6210,3212.0,0.06922901,0.308056640625,0.3,0.25958722829818726,-6.988387107849121,-0.3148475933820009,-0.05545613542199135
1275904,91,623,13919,4.965066170647958e-07,0.00025,8.307999999999997e-05,-0.032087372477690224,6220,3212.0,0.0647521,0.29404296875,0.3,0.26192957162857056,-4.4457292556762695,-0.3514668054878712,-0.060661960393190384
1277952,91,624,13940,5.763557242133289e-07,0.00025,8.307999999999997e-05,-0.03216380714875413,6230,3212.0,0.058146745,0.296923828125,0.3,0.2609063982963562,-4.886138439178467,-0.36900006495416166,-0.03833102434873581
1280000,91,625,13963,5.164720766615005e-07,0.00025,8.261999999999996e-05,-0.030860579243744725,6240,3212.0,0.0583606,0.301318359375,0.3,0.2613815665245056,-6.759766101837158,-0.3619342342019081,-0.07998216152191162
1282048,91,626,13986,5.168287485535217e-07,0.00025,8.225999999999997e-05,-0.030323503619729308,6250,3212.0,0.05705111,0.283203125,0.3,0.2611628472805023,-7.971940994262695,-0.36311001479625704,-0.006631560157984495
1284096,91,627,14007,5.945840646504053e-07,0.00025,8.225999999999997e-05,-0.033154603240836876,6260,3212.0,0.06508931,0.294873046875,0.3,0.25911810994148254,-5.293758392333984,-0.3326168689876795,-0.055840954184532166
1286144,91,628,14029,4.7488727643596463e-07,0.00025,8.188000000000001e-05,-0.02498536701168632,6270,3212.0,0.055176962,0.276318359375,0.3,0.25838354229927063,-5.928907871246338,-0.3020190838724375,-0.07522447407245636
1288192,91,629,14053,5.282102331083394e-07,0.00025,8.162000000000001e-05,-0.032227974488341714,6280,3212.0,0.06440508,0.302001953125,0.3,0.25811639428138733,-6.032924175262451,-0.2868905335664749,-0.06548994779586792
1290240,91,630,14075,5.025328367658233e-07,0.00025,8.162000000000001e-05,-0.03491103976848535,6290,3212.0,0.059377417,0.288330078125,0.3,0.2583030164241791,-5.43597936630249,-0.2901812609285116,-0.043512437492609024
1292288,91,631,14097,4.5866068001387814e-07,0.00025,8.149e-05,-0.02475232162687462,6300,3212.0,0.044214707,0.27314453125,0.3,0.25950804352760315,-4.1742706298828125,-0.30853365212678907,0.0037076573353260756
1294336,91,632,14118,5.154583023525561e-07,0.00025,8.149e-05,-0.03437552498362493,6310,3212.0,0.06902034,0.310205078125,0.3,0.25991392135620117,-4.393208026885986,-0.3254785880446434,-0.09427765756845474
1296384,91,633,14141,5.601356515505529e-07,0.00025,8.112000000000001e-05,-0.029451958111894782,6320,3212.0,0.061959773,0.31005859375,0.3,0.2608814239501953,-5.369689464569092,-0.3370372228324413,-0.01398997288197279
1298432,91,634,14164,4.7069738613458866e-07,0.00025,8.122000000000001e-05,-0.03191041382669937,6330,3212.0,0.053718522,0.29970703125,0.3,0.2599370777606964,-5.771141529083252,-0.3379562206566334,-0.017966901883482933
1300480,91,635,14185,5.525609162226886e-07,0.00025,8.122000000000001e-05,-0.02878090242156759,6340,3212.0,0.0714664,0.33603515625,0.3,0.2608828842639923,-6.61238431930542,-0.34536595903337003,-0.07536587864160538
1302528,91,636,14207,4.811270803095624e-07,0.00025,8.119e-05,-0.03374765882472275,6350,3212.0,0.056649882,0.310009765625,0.3,0.2571357190608978,-6.853753566741943,-0.2969668488949537,-0.07530657947063446
1304576,91,637,14230,4.911315350852874e-07,0.00025,8.112e-05,-0.03269970865076175,6360,3212.0,0.06510972,0.28291015625,0.3,0.2556535601615906,-6.521576404571533,-0.22604297436773776,-0.10048164427280426
1306624,91,638,14251,5.185512456762354e-07,0.00025,8.112e-05,-0.031120120554987807,6370,3212.0,0.06868009,0.32294921875,0.3,0.2538699805736542,-5.6042351722717285,-0.18422178737819195,-0.01592194475233555
1308672,91,639,14274,4.3087084344861637e-07,0.00025,8.098000000000001e-05,-0.031409060195437634,6380,3212.0,0.061660517,0.284375,0.3,0.2541024088859558,-5.450622081756592,-0.16291322596371174,-0.022926287725567818
1310720,91,640,14297,5.487549434413097e-07,0.00025,8.103e-05,-0.03645320583891589,6390,3212.0,0.06690164,0.314794921875,0.3,0.25491809844970703,-5.401340484619141,-0.175179398432374,-0.08199363946914673
1312768,91,641,14319,5.55915281674757e-07,0.00025,8.103e-05,-0.03283660135057289,6400,3212.0,0.0661289,0.29775390625,0.3,0.2544555068016052,-7.025238990783691,-0.17413159720599652,-0.09378308802843094
1314816,91,642,14342,4.579060703058246e-07,0.00025,8.094000000000001e-05,-0.028164238332828974,6410,3212.0,0.058824323,0.271630859375,0.3,0.2537154257297516,-5.2794013023376465,-0.15645920112729073,-0.03264615684747696
1316864,91,643,14363,4.915000068272945e-07,0.00025,8.094000000000001e-05,-0.028858783007308375,6420,3212.0,0.06923683,0.31416015625,0.3,0.25290849804878235,-6.722115516662598,-0.1308546256273985,0.013382574543356895
1318912,91,644,14386,5.515394036592625e-07,0.00025,8.097e-05,-0.029629070387454704,6430,3212.0,0.059166342,0.28916015625,0.3,0.25245559215545654,-5.823580741882324,-0.10711211003363133,-0.08827868103981018
1320960,91,645,14409,4.5110080995058863e-07,0.00025,8.095999999999998e-05,-0.018221403620555066,6440,3212.0,0.060568806,0.271435546875,0.3,0.25376632809638977,-5.1094794273376465,-0.11951825581490993,-0.006385507062077522
1323008,91,646,14429,5.422428916546096e-07,0.00025,8.095999999999998e-05,-0.030563442400307395,6450,3212.0,0.067825034,0.325244140625,0.3,0.2530730664730072,-7.42915153503418,-0.12828441038727761,-0.0612136535346508
1325056,91,647,14452,4.6227452936697945e-07,0.00025,8.102e-05,-0.03051103699253872,6460,3212.0,0.054720312,0.288134765625,0.3,0.2522343397140503,-6.237999439239502,-0.09525244459509849,-0.1296810656785965
1327104,91,648,14474,5.051731707172991e-07,0.00025,8.097999999999999e-05,-0.02871510732511524,6470,3212.0,0.0579876,0.27890625,0.3,0.2514333426952362,-5.505468368530273,-0.07146563306450844,-0.03486517816781998
1329152,91,649,14495,5.102766240661083e-07,0.00025,8.097999999999999e-05,-0.034310372929030566,6480,3212.0,0.06854354,0.32080078125,0.3,0.2516283094882965,-5.784388065338135,-0.062276207655668256,-0.013231112621724606
1331200,91,650,14517,4.582684930198866e-07,0.00025,8.102e-05,-0.030296604659815783,6490,3212.0,0.063249126,0.323974609375,0.3,0.25282421708106995,-6.8539018630981445,-0.07533591911196709,-0.06667735427618027
1333248,91,651,14540,5.028537190199245e-07,0.00025,8.086999999999999e-05,-0.027789084683172406,6500,3212.0,0.055523265,0.27607421875,0.3,0.25221580266952515,-7.898690223693848,-0.0823309626430273,-0.07290659099817276
1335296,91,652,14560,4.732108532579105e-07,0.00025,8.086999999999999e-05,-0.03306801917642588,6510,3212.0,0.06774014,0.31142578125,0.3,0.25180062651634216,-7.058138847351074,-0.0784082680940628,-0.07020490616559982
1337344,91,653,14583,4.391308026097107e-07,0.00025,8.095999999999998e-05,-0.030858121330675205,6520,3212.0,0.06213754,0.314892578125,0.3,0.25197553634643555,-6.422780513763428,-0.08139386735856532,-0.0226302370429039
1339392,91,654,14604,5.15996480832115e-07,0.00025,8.095999999999998e-05,-0.037070641707396136,6530,3212.0,0.0695245,0.3076171875,0.3,0.25272315740585327,-5.0388593673706055,-0.08082643076777458,-0.03752785176038742
1341440,91,655,14626,5.069947953018072e-07,0.00025,8.112e-05,-0.028463397186715155,6540,3212.0,0.054759387,0.297216796875,0.3,0.25243455171585083,-7.056296348571777,-0.0862249244004488,-0.07266592979431152
1343488,91,656,14650,4.2532655921689864e-07,0.00025,8.125e-05,-0.022945146422716788,6550,3212.0,0.056718126,0.30283203125,0.3,0.2532343864440918,-4.837093353271484,-0.09065971709787846,-0.07507030665874481
1345536,91,657,14671,4.782086224786042e-07,0.00025,8.125e-05,-0.036812426026153845,6560,3212.0,0.061640464,0.3072265625,0.3,0.2528272569179535,-2.7996902465820312,-0.09232081994414329,-0.11157593131065369
1347584,91,658,14694,5.083514183823468e-07,0.00025,8.142e-05,-0.035086901113390925,6570,3212.0,0.077417865,0.323046875,0.3,0.2523480951786041,-5.888484477996826,-0.07601959928870201,-0.050530824810266495
1349632,91,659,14717,4.9908128358922e-07,0.00025,8.165e-05,-0.027285755885532125,6580,3212.0,0.05292573,0.27236328125,0.3,0.2525325119495392,-6.369187831878662,-0.07072976045310497,-0.05368834733963013
1351680,91,660,14739,5.413347618166142e-07,0.00025,8.165e-05,-0.032004304447036704,6590,3212.0,0.058000684,0.32255859375,0.3,0.252799391746521,-6.85135555267334,-0.076193792745471,-0.035679977387189865
1353728,91,661,14762,4.24587375658092e-07,0.00025,8.163e-05,-0.03432906714442652,6600,3212.0,0.06178295,0.2943359375,0.3,0.2527516484260559,-6.075221538543701,-0.07798790521919727,-0.033020470291376114
